"CONTA_CONTABIL";"DESCRICAO";"ORIENTACOES"
"3.01.01.07.01.39";"(-) Despesas com Correios e Malotes";"Contas que registram as despesas com correios e malotes."
"3.01.01.07.01.40";"(-) Despesas com Seguros";"Contas que registram as despesas com seguros."
"3.01.01.07.01.41";"(-) Beneficios Previdenciarios a Empregados";"Contas que registram as despesas com beneficios previdenciarios a empregados."
"3.01.01.07.01.42";"(-) Fundo de Aposentadora Individual-FAPI";"Contas que registram as despesas com Fundo de Aposentadoria Individual-FAPI."
"3.01.01.07.01.43";"(-)Planos de Poupanca e Investimento-PAIT";"Contas que registram as despesas com Plano de Poupanca e Investimento-PAIT."
"3.01.01.09";"OUTRAS DESPESAS OPERACIONAIS";
"3.01.01.09.01";"OUTRAS DESPESAS OPERACIONAIS DAS ATIVIDADES EM GERAL";
"3.01.01.09.01.01";"(-) Variacoes Cambiais Passivas";"Contas que registram as perdas monetarias passivas resultantes da atualizacao dos direitos de creditos e das obrigacoes, calculadas com base nas variacoes nas taxas de cambio (Lei no 9.069, de 1995, art. 52, e Lei no 9.249, de 1995, art. 8o). Incluir, nesta linha, a variacao cambial passiva correspondente: a) a atualizacao das obrigacoes e dos creditos em moeda estrangeira, registrada em qualquer data e apurada no encerramento do periodo de apuracao em funcao da taxa de cambio vigente; b) as operacoes com moeda estrangeira e conversao de obrigacoes para moeda nacional, ou novacao dessas obrigacoes, ou sua extincao, total ou parcial, em virtude de capitalizacao, dacao em pagamento, compensacao, ou qualquer outro modo, desde que observadas as condicoes fixadas pelo Banco Central do Brasil. Atencao: As variacoes cambiais passivas decorrentes dos direitos de credito e de obrigacoes, em funcao da taxa de cambio, sao consideradas como despesa financeira, inclusive para fins de calculo do lucro da exploracao (Lei no 9.718, art. 9o c/c art. 17)."
"3.01.01.09.01.02";"(-) Perdas Incorridas no Mercado de Renda Variavel, exceto Day-Trade";"Contas que registram: a) o somatorio das perdas incorridas, em cada mes do periodo de apuracao, em operacoes realizadas nas bolsas de valores, de mercadorias, de futuros e assemelhadas, existentes no Pais; b) as perdas incorridas nas alienacoes, fora de bolsa, de ouro, ativo financeiro, e de participacoes societarias, exceto as alienacoes de participacoes societarias permanentes em sociedades coligadas e controladas e de participacoes societarias que permanecerem no ativo da pessoa juridica ate o termino do ano-calendario seguinte ao de suas aquisicoes; e c) as perdas em operacoes de swap e no resgate de quota de fundo de investimento que mantenha, no minimo, 67% (sessenta e sete por cento) de acoes negociadas no mercado a vista de bolsa de valores ou entidade assemelhada (Lei no 9.532, de 1997, art. 28, alterado pela MP no 1.636, de 1998, art. 2o, e reedicoes). Sao consideradas assemelhadas as bolsas de valores, de mercadorias e de futuros as entidades cujo objeto social seja analogo ao das referidas bolsas e que funcionem sob a supervisao e fiscalizacao da Comissao de Valores Mobiliarios (CVM). Atencao: 1) As perdas apuradas nas operacoes de renda variavel, exceto day-trade, somente sao dedutiveis na determinacao do lucro real ate o limite dos ganhos auferidos em operacoes de mesma natureza, observado o disposto nos itens 3 a 5. As perdas nao deduzidas em um periodo de apuracao podem se-lo nos periodos de apuracao subsequentes. A parcela nao dedutivel no periodo de apuracao deve ser controlada na Parte B do Lalur. 2) A partir de 1o de janeiro de 2000, as perdas apuradas em operacoes, exceto day-trade, no mercado a vista de acoes somente sao compensadas com os ganhos liquidos auferidos em operacoes, exceto day-trade, realizadas exclusivamente nesse mercado.  3) O saldo de perdas decorrentes de operacoes, exceto day-trade, existente em 31 de dezembro de 1999 pode ser compensado com os ganhos liquidos auferidos: a) no mercado a vista de acoes, se as perdas decorreram de operacoes, exceto day-trade, realizadas exclusivamente nesse mercado; e b) em quaisquer mercados, se as perdas decorreram de operacoes, exceto day-trade, realizadas em mercados diversificados. 4) As limitacoes de realizacao de perdas, de que tratam as instrucoes de preenchimento desta linha, nao se aplicam as pessoas juridicas citadas no inciso I do art. 35 da IN SRF no 25, de 6 de marco de 2001, e as operacoes de swap utilizadas como cobertura (hedge)."
"3.01.01.09.01.03";"(-) Perdas em Operacoes Day-Trade";"Contas que registram o somatorio das perdas diarias apuradas, em cada mes do periodo de apuracao, em operacoes day-trade. Nao se caracteriza como day-trade o exercicio da opcao e a venda ou compra do ativo no mercado a vista, no mesmo dia. Tambem nao se caracterizam como day-trade as operacoes iniciadas por intermedio de uma instituicao e encerradas em outra, quando houver a liquidacao fisica mediante movimentacao de titulos ou valores mobiliarios em custodia"
"3.01.01.09.01.04";"(-) Despesas de Juros sobre o Capital Proprio";"Contas que registram os juros pagos ou creditados individualizadamente a titular, socios ou acionistas, a titulo de remuneracao do capital proprio, calculados sobre as contas do patrimonio liquido e limitados a variacao, pro rata dia, da Taxa de Juros de Longo Prazo (TJLP), observando-se o regime de competencia (Lei no 9.249, de 1995, art. 9o).                                                                                                                                                                                                                                                                                                                                           Atencao: Quanto a dedutibilidade dos juros como despesa operacional, para fins de determinacao do lucro real e da base de calculo da CSLL."
"3.01.01.09.01.05";"(-) Despesas de Remuneracao de Debentures";"Contas que registram as despesas de Remuneracao de Debentures."
"3.01.01.09.01.06";"(-) Juros com Emprestimos de Pessoas Vinculadas ou Situadas em Pais com Tributacao favorecida";"Contas que registram os juros pagos ou creditados por fonte situada no Brasil a pessoa fisica ou juridica, vinculada nos termos do art. 23 da Lei no 9.430, de 27 de dezembro de 1996, residente ou domiciliada no exterior, nao constituida em pais ou dependencia com tributacao favorecida ou sob regime fiscal privilegiado, observado o art. 24 da Lei no 12.249, de 11 de junho de 2010. Indicar tambem, os juros pagos ou creditados por fonte situada no Brasil a pessoa fisica ou juridica residente, domiciliada ou constituida no exterior, em pais ou dependencia com tributacao favorecida ou sob regime fiscal privilegiado, nos termos dos arts. 24 e 24-A da Lei no 9.430, de 27 de dezembro de 1996, observado o art. 25 da Lei no 12.249, de 2010."
"3.01.01.09.01.07";"(-) Despesas Financeiras Relativas a Arrendamento Mercantil Financeiro";"Contas que registram a contrapartida da realizacao do ajuste ao valor presente dos elementos monetarios do passivo decorrentes de operacoes de longo prazo ou quando houver efeito relevante relativos a arrendamento mercantil financeiro."
"3.01.01.09.01.08";"(-) Outras Despesas Financeiras";"Contas que registram as despesas relativas a juros, nao incluidas nas contas especificas, tais despesas serao obrigatoriamente apropriadas, segundo o regime de competencia. Atencao: 1) As variacoes monetarias passivas decorrentes da atualizacao das obrigacoes, em funcao de indices ou coeficientes aplicaveis por disposicao legal ou contratual, devem ser informadas como despesa financeira. 2) As variacoes cambiais passivas nao devem ser informadas nesta linha, e sim em conta especifica."
"3.01.01.09.01.09";"(-) Resultados Negativos em Participacoes Societarias Avaliadas pelo Metodo de Equival. Patrimonial";"Contas que registram as perdas por ajustes no valor de investimentos relevantes avaliados pelo metodo da equivalencia patrimonial, decorrentes de prejuizos apurados nas controladas e coligadas. O valor indicado deve ser adicionado ao lucro liquido, para determinacao do lucro real. Atencao: 1) Considera-se controlada a filial, a agencia, a sucursal, a dependencia ou o escritorio de representacao no exterior, sempre que os respectivos ativos e passivos nao estejam incluidos na contabilidade da investidora, por forca de normatizacao especifica. 2) Devem, tambem, ser indicados nesta linha os resultados negativos derivados de participacoes societarias no exterior, avaliadas pelo patrimonio liquido. Incluem-se, nestas informacoes, as perdas apuradas em filiais, sucursais e agencias da pessoa juridica localizadas no exterior."
"3.01.01.09.01.10";"(-) Resultados Negativos em SCP Avaliadas pelo Metodo de Equivalencia Patrimonial";"Conta utilizada pelos socios ostensivos, pessoas juridicas, de sociedades em conta de participacao, para indicar as perdas por ajustes no valor de participacao em SCP, avaliada pelo metodo da equivalencia patrimonial. O valor dessas perdas deve ser adicionado ao lucro liquido na determinacao do lucro real "
"3.01.01.09.01.11";"(-) Perdas em Operacoes Realizadas no Exterior";"Contas que registram as perdas em operacoes realizadas no exterior diretamente pela pessoa juridica domiciliada no Brasil, com excecao das perdas de capital decorrentes da alienacao de bens e direitos do ativo permanente situados no exterior, que devem ser indicadas em conta especifica. O valor aqui indicado deve ser adicionado ao lucro liquido para fins de apuracao do lucro real"
"3.01.01.09.01.12";"(-) Perdas Estimadas Decorrentes de Teste de Recuperabilidade (Impairment)";"Contas que registram a reducao dos valores registrados no ativo decorrentes de analise sobre a recuperacao dos ativos (teste de recuperabilidade)."
"3.01.01.09.01.13";"(-) Despesas de Reclassificacao de Ajustes de Avaliacao Patrimonial";"Contas que registram as contrapartidas da realizacao do grupo Ajustes de Avaliacao Patrimonial do PL reconhecidas no resultado do exercicio em obediencia ao regime de competencia."
"3.01.01.09.01.14";"(-) Despesas de Reclassificacao de Ajustes de Avaliacao Patrimonial -Reflexo";"Contas que registram as contrapartidas da realizacao do grupo Ajustes de Avaliacao Patrimonial do PL- reflexos reconhecidas no resultado do exercicio em obediencia ao regime de competencia."
"3.01.01.09.01.15";"(-) Despesas Financeiras Decorrentes dos Ajustes ao Valor Presente";"Contas que registram a realizacao do ajuste ao valor presente dos elementos monetarios do passivo decorrentes de operacoes de longo prazo ou quando houver efeito relevante."
"3.01.01.09.01.16";"(-) Encargos de Depreciacao de Bens Objeto de Leasing Financeiro";"Contas que registram os encargos de depreciacao de bens objeto de leasing financeiro."
"3.01.01.09.01.17";"(-) Encargos de Amortizacao de Mais -Valia";"Contas que registram os encargos de amortizacao de mais-valia."
"3.01.01.09.01.18";"(-) Alugueis de Bens Imoveis- Locador  Parte Relacionada";"Contas que registram os alugueis de bens imoveis a parte relacionada"
"3.01.01.09.01.19";"(-) Alugueis de Bens Imoveis Locador  Parte Nao Relacionada";"Contas que registram os alugueis de bens imoveis a parte nao relacionada"
"3.01.01.09.01.20";"(-) Despesas com Emprestimos de Valores Mobiliarios";"Contas que registram as despesas com emprestimos de valores mobiliarios."
"3.01.01.09.01.21";"(-) Despesas com Corretagem e Emolumentos";"Contas que registram as despesas com corretagem e emolumentos."
